Ticker,Name,Sector,Industry,IPO_Year,Price
MFIN,Medallion Financial Corp.,Finance,Finance: Consumer Services,n/a,7.17
MTBC,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software,2014,4.4
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals,n/a,9.18
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software,2009,76.35
MDWD,MediWound Ltd.,Consumer Durables,Specialty Chemicals,2014,5.2
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,2016,55.13
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals,n/a,3.07
MGTX,MeiraGTx Holdings plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,19.21
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,Hotels/Resorts,n/a,23.13
MLNT,"Melinta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2012,5.29
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors,2007,109.6
MELR,"Melrose Bancorp, Inc.",Finance,Major Banks,2014,19.44
MNLO,Menlo Therapeutics Inc.,Health Care,Major Pharmaceuticals,2018,8.72
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services,2007,455.88
AMTB,Mercantil Bank Holding Corporation,Finance,Major Banks,n/a,15.27
MBWM,Mercantile Bank Corporation,Finance,Major Banks,1998,34.91
MERC,Mercer International Inc.,Basic Industries,Paper,n/a,14.34
MBIN,Merchants Bancorp,Finance,Major Banks,2017,20.42
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products,1998,64.91
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks,n/a,16.35
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1986,17
MRBK,Meridian Corporation,n/a,n/a,2017,17.75
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments,n/a,58.21
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2012,5.99
MRSN,"Mersana Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2017,4.7
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals,2016,12.77
MESA,"Mesa Air Group, Inc.",Transportation,Air Freight/Delivery Services,2018,9.88
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components,n/a,240.3
MESO,Mesoblast Limited,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,4.33
CASH,"Meta Financial Group, Inc.",Finance,Savings Institutions,1993,22.67
MEOH,Methanex Corporation,Basic Industries,Major Chemicals,n/a,58.43
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central,n/a,64.68
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a,81.73
MBOT,Microbot Medical Inc. ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,8.22
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,1993,89.34
MU,"Micron Technology, Inc.",Technology,Semiconductors,n/a,41.88
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,1986,113.02
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software,1998,142.35
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components,1996,1.18
MICT,"MICT, Inc.",Capital Goods,Electrical Products,n/a,1.12
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production,2011,0.98
MBCN,Middlefield Banc Corp.,Finance,Major Banks,n/a,41.91
MSEX,Middlesex Water Company,Public Utilities,Water Supply,n/a,58.51
MSBI,"Midland States Bancorp, Inc.",Finance,Major Banks,2016,25.56
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks,n/a,31.5
MIME,Mimecast Limited,Technology,Computer Software: Prepackaged Software,2015,49
MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments,n/a,0
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals,2014,8.42
MGEN,"Miragen Therapeutics, Inc.",Health Care,Medical Specialities,2014,2.72
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals,n/a,72.37
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities,1992,19.6
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services,1994,4
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment,n/a,10.99
MMAC,"MMA Capital Management, LLC",Finance,Real Estate,n/a,28.62
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications,1994,37.31
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software,2014,5.05
MTEM,"Molecular Templates, Inc.",Health Care,Major Pharmaceuticals,n/a,5.02
MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals,2016,1.29
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2004,14.78
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software,2014,34.1
MKGI,"Monaker Group, Inc.",Consumer Services,Transportation Services,n/a,2.3646
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts,1993,44.27
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,n/a,47.35
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services,n/a,2.51
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software,2017,105.7
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,2004,137.2
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services,2007,20.1
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket,1991,77.39
MRCC,Monroe Capital Corporation,n/a,n/a,2012,12.3
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),n/a,64.77
MORN,"Morningstar, Inc.",Finance,Investment Managers,2005,125.06
MOSY,"MoSys, Inc.",Technology,Semiconductors,2001,0.17
MTFB,Motif Bio plc,Health Care,Major Pharmaceuticals,2016,1.92
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,21.23
MOTS,"Motus GI Holdings, Inc.",Health Care,Medical/Dental Instruments,2018,4.3334
MPVD,Mountain Province Diamonds Inc.,Basic Industries,Precious Metals,n/a,1.02
COOP,Mr. Cooper Group Inc.,Finance,Finance: Consumer Services,n/a,13.5
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components,n/a,54.79
LABL,Multi-Color Corporation,Miscellaneous,Publishing,1987,50.08
MBIO,"Mustang Bio, Inc.",Health Care,Major Pharmaceuticals,n/a,4.05
MFSF,MutualFirst Financial Inc.,Finance,Major Banks,n/a,31.31
MVBF,MVB Financial Corp.,Finance,Major Banks,n/a,15.72
MYSZ,"My Size, Inc.",Technology,Computer Software: Prepackaged Software,n/a,0.73
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals,n/a,27.38
MYND,"MYnd Analytics, Inc.",Health Care,Hospital/Nursing Management,n/a,1.66
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals,2015,50.11
MYOS,MYOS RENS Technology Inc.,Health Care,Major Pharmaceuticals,n/a,1.51
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply,n/a,33.47
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1995,31.03
NBRV,Nabriva Therapeutics plc,Health Care,Major Pharmaceuticals,2015,2.07
NNDM,Nano Dimension Ltd.,Technology,Electrical Products,n/a,0.82
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components,1984,28.98
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,27.48
NAOV,"NanoVibronix, Inc.",Health Care,Industrial Specialties,n/a,3.91
NH,"NantHealth, Inc.",Technology,EDP Services,2016,1.02
NK,"NantKwest, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,1.58
NSSC,"NAPCO Security Technologies, Inc.",Consumer Durables,Telecommunications Equipment,n/a,22.08
NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service,n/a,92.17
NTRA,"Natera, Inc.",Health Care,Medical Specialities,2015,16.52
NAUH,"National American University Holdings, Inc.",Consumer Services,Other Consumer Services,n/a,0
NKSH,"National Bankshares, Inc.",Finance,Major Banks,n/a,39.9
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution),n/a,67.62
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising,2007,7.74
NCOM,National Commerce Corporation,Finance,Major Banks,2015,43.49
NESR,National Energy Services Reunited Corp.,Energy,Oilfield Services/Equipment,2017,8.85
NGHC,National General Holdings Corp,Finance,Property-Casualty Insurers,n/a,26.06
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software,1995,46.76
EYE,"National Vision Holdings, Inc.",Health Care,Ophthalmic Goods,2017,35.38
NHTC,Natural Health Trends Corp.,Consumer Durables,Consumer Specialties,n/a,12.87
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals,n/a,8.39
BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2001,28.34
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service,n/a,12.19
NBTB,NBT Bancorp Inc.,Finance,Major Banks,n/a,38.79
NCSM,"NCS Multistage Holdings, Inc.",Energy,Oilfield Services/Equipment,2017,5.44
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals,n/a,38.66
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1989,63.45
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments,n/a,19.53
NTGN,"Neon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,6.14
NEON,Neonode Inc.,Capital Goods,Industrial Machinery/Components,n/a,3.15
NEOS,"Neos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,2.34
NVCN,Neovasc Inc.,Health Care,Medical/Dental Instruments,n/a,0.495
NEPT,Neptune Wellness Solutions Inc.,Health Care,Major Pharmaceuticals,n/a,3.6
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service,2005,3.89
NETE,"Net Element, Inc.",Technology,EDP Services,n/a,6.04
NTAP,"NetApp, Inc.",Technology,Electronic Components,1995,66.86
NTES,"NetEase, Inc.",Miscellaneous,Business Services,n/a,219
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains,2002,359.72
NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment,2003,36.53
NTCT,"NetScout Systems, Inc.",Technology,EDP Services,1999,27.33
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software,n/a,8.15
CUR,"Neuralstem, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.4713
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1996,79.54
NURO,"NeuroMetrix, Inc.",Health Care,Medical/Dental Instruments,2004,1.06
STIM,"Neuronetics, Inc.",Health Care,Medical/Dental Instruments,2018,17.6
NTRP,"Neurotrope, Inc.",Health Care,Major Pharmaceuticals,n/a,4.6
NBEV,New Age Beverages Corporation,Consumer Non-Durables,Beverages (Production/Distribution),n/a,5.83
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,5.99
NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals,2011,1.81
NMRK,"Newmark Group, Inc.",Finance,Real Estate,2017,9.18
NWSA,News Corporation,Consumer Services,Newspapers/Magazines,n/a,13.35
NEWT,Newtek Business Services Corp.,n/a,n/a,n/a,20.2
NXEO,"Nexeo Solutions, Inc.",Consumer Durables,Specialty Chemicals,n/a,10.16
NXST,"Nexstar Media Group, Inc.",Consumer Services,Broadcasting,2003,102.01
NEXT,NextDecade Corporation,Public Utilities,Oil & Gas Production,2015,3.71
NXGN,"NextGen Healthcare, Inc.",Technology,EDP Services,n/a,18.03
EGOV,NIC Inc.,Miscellaneous,Business Services,1999,17.05
NICE,NICE Ltd,Technology,Computer Manufacturing,n/a,117.72
NICK,"Nicholas Financial, Inc.",Finance,Finance Companies,n/a,10.45
NCBS,Nicolet Bankshares Inc.,Finance,Major Banks,n/a,57.61
NITE,Nightstar Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,25.18
NIHD,"NII Holdings, Inc.",Public Utilities,Telecommunications Equipment,n/a,3.76
NIU,Niu Technologies,Capital Goods,Auto Manufacturing,2018,8.33
LASR,"nLIGHT, Inc.",Technology,Semiconductors,2018,21.6
NMIH,NMI Holdings Inc,Finance,Property-Casualty Insurers,2013,24.37
NNBR,"NN, Inc.",Capital Goods,Metal Fabrications,1994,9.86
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components,n/a,135.96
NBN,Northeast Bancorp,Finance,Major Banks,n/a,20.95
NTIC,Northern Technologies International Corporation,Capital Goods,Industrial Specialties,n/a,30.32
NTRS,Northern Trust Corporation,Finance,Major Banks,n/a,93.36
NFBK,"Northfield Bancorp, Inc.",Finance,Savings Institutions,n/a,14.81
NRIM,Northrim BanCorp Inc,Finance,Savings Institutions,n/a,38.17
NWBI,"Northwest Bancshares, Inc.",Finance,Major Banks,2009,18.52
NWPX,Northwest Pipe Company,Basic Industries,Steel/Iron Ore,1995,24.08
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation,n/a,55.29
NWFL,Norwood Financial Corp.,Finance,Major Banks,n/a,30.92
NVMI,Nova Measuring Instruments Ltd.,Capital Goods,Electronic Components,2000,25.06
NOVN,"Novan, Inc.",Health Care,Major Pharmaceuticals,2016,1.22
NOVT,Novanta Inc.,Miscellaneous,Industrial Machinery/Components,n/a,82.14
NVAX,"Novavax, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.6781
NVLN,Novelion Therapeutics Inc. ,Health Care,Major Pharmaceuticals,n/a,1.18
NVCR,NovoCure Limited,Health Care,Medical/Dental Instruments,2015,56.1
NVMM,"Novume Solutions, Inc.",Consumer Durables,Telecommunications Equipment,n/a,0.74
NVUS,"Novus Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,5
NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software,n/a,16.84
NCNA,NuCana plc,Health Care,Major Pharmaceuticals,2017,11.9
NTNX,"Nutanix, Inc.",Technology,Computer Software: Prepackaged Software,2016,34.13
NTRI,NutriSystem Inc,Consumer Services,Catalog/Specialty Distribution,n/a,43.2
NUVA,"NuVasive, Inc.",Health Care,Medical/Dental Instruments,2004,58.31
NVTR,Nuvectra Corporation,Health Care,Medical/Dental Instruments,n/a,12.9
NVEE,"NV5 Global, Inc.",Consumer Services,Other Consumer Services,2013,80.46
NVEC,NVE Corporation,Technology,Semiconductors,n/a,103.61
NVDA,NVIDIA Corporation,Technology,Semiconductors,1999,158
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,2010,94.75
NXTD,NXT-ID Inc.,Consumer Services,Diversified Commercial Services,n/a,1.05
NYMX,Nymox Pharmaceutical Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,2.11
OIIM,O2Micro International Limited,Technology,Semiconductors,n/a,1.67
OCSL,Oaktree Specialty Lending Corporation,n/a,n/a,n/a,5.17
OCSI,Oaktree Strategic Income Corporation,n/a,n/a,n/a,8.37
OASM,Oasmia Pharmaceutical AB,Health Care,Major Pharmaceuticals,2015,2.71
OBLN,"Obalon Therapeutics, Inc.",Health Care,Medical/Dental Instruments,2016,1.8
OBSV,ObsEva SA,Health Care,Major Pharmaceuticals,2017,12.64
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,Electric Utilities: Central,2007,0.3276
OCFC,OceanFirst Financial Corp.,Finance,Savings Institutions,n/a,24.82
OCUL,"Ocular Therapeutix, Inc.",Health Care,Major Pharmaceuticals,2014,4.69
ODT,"Odonate Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2017,17.09
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation,n/a,7.4
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores,n/a,3.53
OFS,OFS Capital Corporation,n/a,n/a,n/a,12.15
OHAI,OHA Investment Corporation,n/a,n/a,n/a,1.23
OHRP,"Ohr Pharmaceutical, Inc.",Health Care,Major Pharmaceuticals,n/a,2.34
OKTA,"Okta, Inc.",Technology,Computer Software: Prepackaged Software,2017,86.5
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services,1991,153.34
OLBK,"Old Line Bancshares, Inc.",Finance,Major Banks,n/a,28.66
ONB,Old National Bancorp,Finance,Major Banks,n/a,17.73
OSBC,"Old Second Bancorp, Inc.",Finance,Major Banks,n/a,14.33
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores,2015,87.79
ZEUS,"Olympic Steel, Inc.",Basic Industries,Metal Fabrications,1994,19.41
OMER,Omeros Corporation,Health Care,Major Pharmaceuticals,2009,15.2
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing,2001,85.84
ON,ON Semiconductor Corporation,Technology,Semiconductors,n/a,22.39
OTIV,On Track Innovations Ltd,Technology,Semiconductors,n/a,0.79
OMED,"OncoMed Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,0.8296
ONTX,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2013,3.47
ONCS,OncoSec Medical Incorporated,Health Care,Major Pharmaceuticals,n/a,0.568
OHGI,"One Horizon Group, Inc.",Public Utilities,Telecommunications Equipment,n/a,0.083
OSS,"One Stop Systems, Inc.",Technology,Computer Manufacturing,2018,2.28
OSPN,OneSpan Inc.,Technology,EDP Services,n/a,21.4
OPBK,OP Bancorp,Finance,Major Banks,2018,9.14
OTEX,Open Text Corporation,Technology,EDP Services,1996,37.98
OPRA,Opera Limited,n/a,n/a,2018,8.79
OPGN,"OpGen, Inc.",Health Care,Medical Specialities,2015,1.38
OPHT,Ophthotech Corporation,Health Care,Major Pharmaceuticals,2013,1.55
OPNT,"Opiant Pharmaceuticals, Inc.",Basic Industries,Precious Metals,n/a,15
OPK,"Opko Health, Inc.",Health Care,Major Pharmaceuticals,n/a,2.79
OBAS,Optibase Ltd.,Finance,Real Estate,1999,10.05
OPRX,OptimizeRx Corporation,Miscellaneous,Business Services,n/a,13.72
OPTN,"OptiNose, Inc.",Health Care,Major Pharmaceuticals,2017,8.02
OPB,Opus Bank,n/a,n/a,2014,22.87
ORMP,Oramed Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,n/a,3.29
OSUR,"OraSure Technologies, Inc.",Health Care,Medical/Dental Instruments,n/a,11.14
ORBC,ORBCOMM Inc.,Consumer Services,Telecommunications Equipment,2006,7.3
ORTX,Orchard Therapeutics plc,n/a,n/a,2018,17.2
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,1993,371.46
ONVO,"Organovo Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,1.1
ORGS,Orgenesis Inc.,Health Care,Major Pharmaceuticals,n/a,5.12
SEED,Origin Agritech Limited,Consumer Non-Durables,Farming/Seeds/Milling,n/a,6.53
OBNK,"Origin Bancorp, Inc.",Finance,Major Banks,2018,35.77
OESX,"Orion Energy Systems, Inc.",Consumer Durables,Building Products,2015,1.01
ORIT,Oritani Financial Corp.,Finance,Major Banks,n/a,17.87
ORRF,Orrstown Financial Services Inc,Finance,Major Banks,n/a,20
OFIX,Orthofix Medical Inc. ,Health Care,Medical/Dental Instruments,1992,59.22
KIDS,OrthoPediatrics Corp.,Health Care,Medical/Dental Instruments,2017,42.67
OSIS,"OSI Systems, Inc.",Technology,Semiconductors,1997,87.74
OSIR,"Osiris Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,17.2
OSMT,Osmotica Pharmaceuticals plc,Health Care,Major Pharmaceuticals,2018,7.25
OTIC,"Otonomy, Inc.",Health Care,Major Pharmaceuticals,2014,2.38
OTTR,Otter Tail Corporation,Public Utilities,Electric Utilities: Central,n/a,50.68
OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution,2002,21.05
OVID,Ovid Therapeutics Inc.,Health Care,Major Pharmaceuticals,2017,2.05
OXBR,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers,2014,0.9
OXFD,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2013,16.99
OXLC,Oxford Lane Capital Corp.,n/a,n/a,2011,10.01
OXSQ,Oxford Square Capital Corp.,n/a,n/a,n/a,6.75
PTSI,"P.A.M. Transportation Services, Inc.",Transportation,Trucking Freight/Courier Services,1986,50.46
PCAR,PACCAR Inc.,Capital Goods,Auto Manufacturing,n/a,68.12
PACB,"Pacific Biosciences of California, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2010,7.35
PCB,Pacific City Financial Corporation,Finance,Major Banks,2018,16.85
PEIX,"Pacific Ethanol, Inc.",Basic Industries,Major Chemicals,n/a,1.14
PMBC,Pacific Mercantile Bancorp,Finance,Major Banks,2000,8.18
PPBI,Pacific Premier Bancorp Inc,Finance,Major Banks,n/a,29.92
PCRX,"Pacira Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2011,42.28
PACW,PacWest Bancorp,Finance,Major Banks,n/a,41.11
PTIE,"Pain Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2000,1.18
PAAS,Pan American Silver Corp.,Basic Industries,Precious Metals,n/a,12.68
PANL,Pangaea Logistics Solutions Ltd.,Transportation,Marine Transportation,2013,3.4046
PZZA,"Papa John&#39;s International, Inc.",Consumer Services,Restaurants,1993,43.41
FRSH,"Papa Murphy&#39;s Holdings, Inc.",Consumer Services,Restaurants,2014,5.69
PRTK,"Paratek Pharmaceuticals, Inc. ",Health Care,Major Pharmaceuticals,n/a,6.63
TEUM,Pareteum Corporation,Technology,EDP Services,n/a,3.94
PCYG,"Park City Group, Inc.",Technology,EDP Services,n/a,7.87
PKBK,"Parke Bancorp, Inc.",Finance,Major Banks,n/a,22.12
PKOH,Park-Ohio Holdings Corp.,Capital Goods,Industrial Specialties,n/a,31.97
PTNR,Partner Communications Company Ltd.,Public Utilities,Telecommunications Equipment,n/a,4.3
PATK,"Patrick Industries, Inc.",Basic Industries,Forest Products,n/a,47.69
PNBK,Patriot National Bancorp Inc.,Finance,Major Banks,n/a,14.96
PATI,"Patriot Transportation Holding, Inc.",Transportation,Trucking Freight/Courier Services,n/a,19.5
PEGI,Pattern Energy Group Inc.,Public Utilities,Electric Utilities: Central,2013,19.9
PDCO,"Patterson Companies, Inc.",Health Care,Medical Specialities,1992,23.22
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Production,1993,13.62
PAVM,PAVmed Inc.,Health Care,Medical/Dental Instruments,2016,1.0191
PAYX,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,1983,77.77
PCTY,Paylocity Holding Corporation,Technology,Computer Software: Prepackaged Software,2014,87.14
PYDS,"Payment Data Systems, Inc.",Finance,Investment Bankers/Brokers/Service,n/a,2.83
PYPL,"PayPal Holdings, Inc.",Miscellaneous,Business Services,n/a,98.03
CNXN,"PC Connection, Inc.",Consumer Services,Catalog/Specialty Distribution,n/a,41.65
PCMI,"PCM, Inc.",Consumer Services,Catalog/Specialty Distribution,n/a,34.34
PCSB,PCSB Financial Corporation,Finance,Banks,2017,20.36
PCTI,"PC-Tel, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,1999,5.01
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas Production,n/a,39.18
PDFS,"PDF Solutions, Inc.",Technology,EDP Services,2001,12.62
PDLI,"PDL BioPharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1992,3.75
PDLB,PDL Community Bancorp,Finance,Savings Institutions,2017,13.13
PDVW,"pdvWireless, Inc.",Public Utilities,Telecommunications Equipment,2015,39.06
SKIS,"Peak Resorts, Inc.",Consumer Services,Hotels/Resorts,2014,4.43
PGC,Peapack-Gladstone Financial Corporation,Finance,Commercial Banks,n/a,29.28
PEGA,Pegasystems Inc.,Technology,EDP Services,1996,66.32
PENN,"Penn National Gaming, Inc.",Consumer Services,Hotels/Resorts,1994,25.07
PVAC,Penn Virginia Corporation,Energy,Oil & Gas Production,n/a,54.64
PFLT,PennantPark Floating Rate Capital Ltd.,n/a,n/a,n/a,12.9
PNNT,PennantPark Investment Corporation,n/a,n/a,2007,7.05
WRLS,Pensare Acquisition Corp.,Finance,Business Services,2017,10.21
PEBO,Peoples Bancorp Inc.,Finance,Major Banks,n/a,32.97
PEBK,"Peoples Bancorp of North Carolina, Inc.",Finance,Major Banks,n/a,28.42
PBCT,"People&#39;s United Financial, Inc.",Finance,Savings Institutions,n/a,17.87
PUB,People&#39;s Utah Bancorp,Finance,Major Banks,2015,29.17
PEP,"Pepsico, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a,116.55
PRCP,"Perceptron, Inc.",Capital Goods,Electronic Components,1992,7.83
PRFT,"Perficient, Inc.",Technology,EDP Services,1999,29.05
PFMT,Performant Financial Corporation,Consumer Services,Other Consumer Services,2012,2.25
PESI,"Perma-Fix Environmental Services, Inc.",Basic Industries,Environmental Services,n/a,3.45
PPIH,"Perma-Pipe International Holdings, Inc.",Capital Goods,Pollution Control Equipment,n/a,8.68
PTX,"Pernix Therapeutics Holdings, Inc.",Health Care,Major Pharmaceuticals,n/a,0.22
PGLC,Pershing Gold Corporation,Basic Industries,Precious Metals,n/a,1.24
PETQ,"PetIQ, Inc.",Health Care,Other Pharmaceuticals,2017,29.21
PETS,"PetMed Express, Inc.",Health Care,Medical/Nursing Services,n/a,23.42
PFSW,"PFSweb, Inc.",Miscellaneous,Business Services,1999,6.33
PGTI,"PGT Innovations, Inc.",Capital Goods,Building Products,2006,14.52
PHAS,"PhaseBio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2018,3.11
PAHC,Phibro Animal Health Corporation,Health Care,Major Pharmaceuticals,2014,29.27
PLAB,"Photronics, Inc.",Technology,Semiconductors,1987,9.9
PICO,PICO Holdings Inc.,Finance,Real Estate,n/a,10.34
PIRS,"Pieris Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,3.1
PPC,Pilgrim&#39;s Pride Corporation,Consumer Non-Durables,Meat/Poultry/Fish,n/a,19.82
PDD,Pinduoduo Inc.,Miscellaneous,Business Services,2018,30.14
PME,Pingtan Marine Enterprise Ltd.,n/a,n/a,n/a,2.27
PNFP,"Pinnacle Financial Partners, Inc.",Finance,Major Banks,n/a,59.12
PPSI,"Pioneer Power Solutions, Inc.",Consumer Durables,Electrical Products,n/a,5.16
PXLW,"Pixelworks, Inc.",Technology,Semiconductors,2000,4
PLYA,Playa Hotels & Resorts N.V.,Consumer Services,Hotels/Resorts,n/a,7.71
PLXS,Plexus Corp.,Technology,Electrical Products,n/a,62.45
PLUG,"Plug Power, Inc.",Energy,Industrial Machinery/Components,1999,1.83
PS,"Pluralsight, Inc.",Technology,"Computer Software: Programming, Data Processing",2018,34.23
PSTI,"Pluristem Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.97
PLXP,PLx Pharma Inc.,Health Care,Major Pharmaceuticals,2014,5.1
